# Wavlength Correction_Factor
7.174299999999999500e+02 1.046136310016196447e+00
7.176200000000000045e+02 1.047302902034472183e+00
7.178099999999999454e+02 1.048455393925098011e+00
7.180000000000000000e+02 1.049554371058387447e+00
7.182000000000000455e+02 1.050547211971151862e+00
7.183899999999999864e+02 1.051417281198325337e+00
7.185800000000000409e+02 1.052571069727825215e+00
7.187699999999999818e+02 1.053680497487603951e+00
7.189600000000000364e+02 1.054930521244801689e+00
7.191499999999999773e+02 1.056176110097047260e+00
7.193400000000000318e+02 1.057399818143699433e+00
7.195399999999999636e+02 1.058788621061506507e+00
7.197300000000000182e+02 1.059927853978303691e+00
7.199199999999999591e+02 1.061091026954304128e+00
7.201100000000000136e+02 1.062516818611013214e+00
7.202999999999999545e+02 1.063898185096485260e+00
7.204900000000000091e+02 1.065236520332782932e+00
7.206799999999999500e+02 1.066533916017926797e+00
7.208799999999999955e+02 1.068145344643142369e+00
7.210700000000000500e+02 1.069380248586514037e+00
7.212599999999999909e+02 1.070453463565096852e+00
7.214500000000000455e+02 1.071945029496428781e+00
7.216399999999999864e+02 1.073250997860618172e+00
7.218300000000000409e+02 1.074412112661715879e+00
7.220199999999999818e+02 1.075680794429425546e+00
7.222100000000000364e+02 1.077314628167510335e+00
7.224099999999999682e+02 1.079019931947742483e+00
7.226000000000000227e+02 1.080531605621439128e+00
7.227899999999999636e+02 1.081974518580045563e+00
7.229800000000000182e+02 1.083385166059552818e+00
7.231699999999999591e+02 1.084768715507276493e+00
7.233600000000000136e+02 1.086654350043808392e+00
7.235499999999999545e+02 1.088159131834505855e+00
7.237400000000000091e+02 1.089870884990053357e+00
7.239299999999999500e+02 1.091882970649526330e+00
7.241200000000000045e+02 1.093697864308518675e+00
7.243200000000000500e+02 1.095241249658734040e+00
7.245099999999999909e+02 1.097029180631218681e+00
7.247000000000000455e+02 1.098743246501765247e+00
7.248899999999999864e+02 1.100479486982482547e+00
7.250800000000000409e+02 1.102409362731717524e+00
7.252699999999999818e+02 1.104308653273255780e+00
7.254600000000000364e+02 1.106082575467516538e+00
7.256499999999999773e+02 1.107764458783331074e+00
7.258400000000000318e+02 1.109501698562791683e+00
7.260299999999999727e+02 1.111483472022259500e+00
7.262300000000000182e+02 1.113423547311926720e+00
7.264199999999999591e+02 1.115094581497674042e+00
7.266100000000000136e+02 1.117043237217939300e+00
7.267999999999999545e+02 1.119125557233110024e+00
7.269900000000000091e+02 1.120999745775957068e+00
7.271799999999999500e+02 1.123059076928857092e+00
7.273700000000000045e+02 1.125032966150862457e+00
7.275599999999999454e+02 1.126782305908514692e+00
7.277500000000000000e+02 1.128329450724904648e+00
7.279400000000000546e+02 1.130210790558185519e+00
7.281299999999999955e+02 1.132334820088753302e+00
7.283200000000000500e+02 1.134057062443913022e+00
7.285099999999999909e+02 1.136265105840893908e+00
7.287100000000000364e+02 1.137891296701761146e+00
7.288999999999999773e+02 1.139787258942201564e+00
7.290900000000000318e+02 1.141811769403700882e+00
7.292799999999999727e+02 1.143630764896460983e+00
7.294700000000000273e+02 1.145662977078756972e+00
7.296599999999999682e+02 1.147797934327247305e+00
7.298500000000000227e+02 1.149672864639792236e+00
7.300399999999999636e+02 1.151459817295193755e+00
7.302300000000000182e+02 1.153484311810650809e+00
7.304199999999999591e+02 1.155187167493374467e+00
7.306100000000000136e+02 1.157164386873751116e+00
7.307999999999999545e+02 1.159451709407942177e+00
7.309900000000000091e+02 1.161502546828153903e+00
7.311799999999999500e+02 1.163385438162616081e+00
7.313700000000000045e+02 1.165459276083737672e+00
7.315599999999999454e+02 1.167409179021978716e+00
7.317500000000000000e+02 1.169373675929590073e+00
7.319500000000000455e+02 1.171385989571688935e+00
7.321399999999999864e+02 1.173348756790444813e+00
7.323300000000000409e+02 1.175505322723075174e+00
7.325199999999999818e+02 1.177707142189439393e+00
7.327100000000000364e+02 1.180112394673521248e+00
7.328999999999999773e+02 1.182457263396527347e+00
7.330900000000000318e+02 1.184689373771664833e+00
7.332799999999999727e+02 1.186946533897414335e+00
7.334700000000000273e+02 1.188914409946760120e+00
7.336599999999999682e+02 1.191077485587062057e+00
7.338500000000000227e+02 1.192854727386508884e+00
7.340399999999999636e+02 1.195004064756620021e+00
7.342300000000000182e+02 1.197066664495510357e+00
7.344199999999999591e+02 1.199413331681192130e+00
7.346100000000000136e+02 1.201333504318166767e+00
7.347999999999999545e+02 1.203450466219605275e+00
7.349900000000000091e+02 1.205738370435029072e+00
7.351799999999999500e+02 1.208385671635387348e+00
7.353700000000000045e+02 1.210619128715873627e+00
7.355599999999999454e+02 1.212764059262104510e+00
7.357500000000000000e+02 1.215011140224972364e+00
7.359400000000000546e+02 1.217451998567955274e+00
7.361299999999999955e+02 1.219784630633912403e+00
7.363200000000000500e+02 1.222310589544169712e+00
7.365099999999999909e+02 1.224748141815163116e+00
7.367000000000000455e+02 1.227038181774560144e+00
7.368899999999999864e+02 1.229143037931354376e+00
7.370800000000000409e+02 1.231094364243160877e+00
7.372699999999999818e+02 1.233299326147932806e+00
7.374600000000000364e+02 1.235542338535289053e+00
7.376499999999999773e+02 1.238065916317435233e+00
7.378400000000000318e+02 1.240295788442153935e+00
7.380299999999999727e+02 1.242724884404329266e+00
7.382200000000000273e+02 1.244843829775805322e+00
7.384099999999999682e+02 1.247065948673112157e+00
7.386000000000000227e+02 1.249276110977081133e+00
7.387899999999999636e+02 1.251736895635209956e+00
7.389800000000000182e+02 1.254050585991113298e+00
7.391699999999999591e+02 1.256255521326334224e+00
7.393600000000000136e+02 1.258343293912068894e+00
7.395499999999999545e+02 1.260710099130278872e+00
7.397400000000000091e+02 1.263137323773580345e+00
7.399299999999999500e+02 1.265295716653144442e+00
7.401200000000000045e+02 1.267911633093785184e+00
7.403099999999999454e+02 1.270000161672185435e+00
7.405000000000000000e+02 1.272057138931818931e+00
7.406900000000000546e+02 1.274200301738656949e+00
7.408799999999999955e+02 1.276301778313394752e+00
7.410700000000000500e+02 1.278356443282133270e+00
7.412599999999999909e+02 1.280618922467250176e+00
7.414500000000000455e+02 1.282918489426509767e+00
7.416399999999999864e+02 1.285006323085944535e+00
7.418300000000000409e+02 1.287601664609333119e+00
7.420199999999999818e+02 1.289991697171640972e+00
7.422100000000000364e+02 1.292486357575525657e+00
7.423999999999999773e+02 1.294719840918044707e+00
7.425900000000000318e+02 1.297170343571381279e+00
7.427799999999999727e+02 1.299326477130352986e+00
7.429700000000000273e+02 1.301817012119664163e+00
7.431599999999999682e+02 1.304311461212906309e+00
7.433500000000000227e+02 1.306556665250090621e+00
7.435399999999999636e+02 1.309081414364654083e+00
7.437300000000000182e+02 1.311714966637735902e+00
7.439099999999999682e+02 1.314135921352493686e+00
7.441000000000000227e+02 1.316556853590948650e+00
7.442899999999999636e+02 1.319413630250783287e+00
7.444800000000000182e+02 1.322346940614854915e+00
7.446699999999999591e+02 1.325102650569114582e+00
7.448600000000000136e+02 1.327622581901350962e+00
7.450499999999999545e+02 1.330658783054806227e+00
7.452400000000000091e+02 1.333253582190450537e+00
7.454299999999999500e+02 1.336153957035834061e+00
7.456200000000000045e+02 1.338520359863596187e+00
7.458099999999999454e+02 1.341679847100879952e+00
7.460000000000000000e+02 1.344237933713169353e+00
7.461900000000000546e+02 1.346692183521079889e+00
7.463799999999999955e+02 1.349250736186709654e+00
7.465700000000000500e+02 1.351994888155820806e+00
7.467599999999999909e+02 1.354512963103778000e+00
7.469500000000000455e+02 1.357230403904245319e+00
7.471299999999999955e+02 1.359672318901803623e+00
7.473200000000000500e+02 1.361945584747538129e+00
7.475099999999999909e+02 1.364614999563628084e+00
7.477000000000000455e+02 1.367225658591595616e+00
7.478899999999999864e+02 1.369422407093596084e+00
7.480800000000000409e+02 1.372075948981451798e+00
7.482699999999999818e+02 1.374831237082174473e+00
7.484600000000000364e+02 1.377504214870726607e+00
7.486499999999999773e+02 1.380476868650352351e+00
7.488400000000000318e+02 1.383024550754426985e+00
7.490299999999999727e+02 1.385611263855967445e+00
7.492200000000000273e+02 1.388108342821857022e+00
7.494099999999999682e+02 1.390361235547865615e+00
7.495900000000000318e+02 1.392923231219642677e+00
7.497799999999999727e+02 1.395059201563490836e+00
7.499700000000000273e+02 1.397440416237979210e+00
7.501599999999999682e+02 1.399949211644278213e+00
7.503500000000000227e+02 1.402514883784910182e+00
7.505399999999999636e+02 1.405184457174169177e+00
7.507300000000000182e+02 1.407660527361391578e+00
7.509199999999999591e+02 1.410478927946129835e+00
7.511100000000000136e+02 1.412837150225978000e+00
7.512999999999999545e+02 1.415606356072519612e+00
7.514800000000000182e+02 1.417799180464063058e+00
7.516699999999999591e+02 1.420947842148640561e+00
7.518600000000000136e+02 1.423277575776017212e+00
7.520499999999999545e+02 1.425820512471790869e+00
7.522400000000000091e+02 1.427811347327425651e+00
7.524299999999999500e+02 1.430865146224158391e+00
7.526200000000000045e+02 1.433448187090544224e+00
7.528099999999999454e+02 1.436125914419099647e+00
7.530000000000000000e+02 1.438777698275990113e+00
7.531799999999999500e+02 1.441272832717464425e+00
7.533700000000000045e+02 1.443940015858668380e+00
7.535599999999999454e+02 1.446703234309777431e+00
7.537500000000000000e+02 1.448940471329495550e+00
7.539400000000000546e+02 1.451636549004674093e+00
7.541299999999999955e+02 1.454091729725540683e+00
7.543200000000000500e+02 1.456980054451991080e+00
7.545099999999999909e+02 1.459460022336735996e+00
7.546900000000000546e+02 1.462210739252915115e+00
7.548799999999999955e+02 1.464983483941660891e+00
7.550700000000000500e+02 1.467490946779053784e+00
7.552599999999999909e+02 1.470324568531418796e+00
7.554500000000000455e+02 1.472469091918690243e+00
7.556399999999999864e+02 1.474998927254413728e+00
7.558300000000000409e+02 1.477435439263349082e+00
7.560199999999999818e+02 1.480336220778894596e+00
7.562000000000000455e+02 1.482857842412442340e+00
7.563899999999999864e+02 1.485652625715963904e+00
7.565800000000000409e+02 1.488329572691711622e+00
7.567699999999999818e+02 1.491361786578834225e+00
7.569600000000000364e+02 1.494449342995720631e+00
7.571499999999999773e+02 1.497235895381758608e+00
7.573400000000000318e+02 1.500061229139025176e+00
7.575199999999999818e+02 1.503321752597999161e+00
7.577100000000000364e+02 1.506132779143388722e+00
7.578999999999999773e+02 1.508804273403589580e+00
7.580900000000000318e+02 1.511548442098011868e+00
7.582799999999999727e+02 1.514366982821038210e+00
7.584700000000000273e+02 1.517086030089927595e+00
7.586499999999999773e+02 1.519839845627438901e+00
7.588400000000000318e+02 1.522776904338998705e+00
7.590299999999999727e+02 1.525841017409175215e+00
7.592200000000000273e+02 1.528819163075268994e+00
7.594099999999999682e+02 1.532071961104543911e+00
7.596000000000000227e+02 1.535308269714934726e+00
7.597799999999999727e+02 1.538166175825146809e+00
7.599700000000000273e+02 1.541070859895545375e+00
7.601599999999999682e+02 1.543931003517808875e+00
7.603500000000000227e+02 1.547315820453045276e+00
7.605399999999999636e+02 1.549744690887514764e+00
7.607300000000000182e+02 1.552957248055946593e+00
7.609099999999999682e+02 1.556076582234476646e+00
7.611000000000000227e+02 1.559458747705130488e+00
7.612899999999999636e+02 1.561893924626585273e+00
7.614800000000000182e+02 1.564794787439359736e+00
7.616699999999999591e+02 1.567695672301670395e+00
7.618500000000000227e+02 1.570624322679338825e+00
7.620399999999999636e+02 1.573008632263659612e+00
7.622300000000000182e+02 1.575816406893434829e+00
7.624199999999999591e+02 1.578361364245404186e+00
7.626100000000000136e+02 1.581148575958717606e+00
7.627999999999999545e+02 1.583639554874949562e+00
7.629800000000000182e+02 1.585845989008931367e+00
7.631699999999999591e+02 1.588626030072471274e+00
7.633600000000000136e+02 1.591543865292247784e+00
7.635499999999999545e+02 1.593927535979881682e+00
7.637400000000000091e+02 1.596801335661256704e+00
7.639199999999999591e+02 1.599439807653618040e+00
7.641100000000000136e+02 1.602146741556957910e+00
7.642999999999999545e+02 1.604684821820225871e+00
7.644900000000000091e+02 1.607531895136089295e+00
7.646799999999999500e+02 1.610083354343990747e+00
7.648600000000000136e+02 1.612999670036584510e+00
7.650499999999999545e+02 1.615553117169391761e+00
7.652400000000000091e+02 1.618436355811672778e+00
7.654299999999999500e+02 1.621674778161398045e+00
7.656100000000000136e+02 1.624226365041488762e+00
7.657999999999999545e+02 1.626989046881076817e+00
7.659900000000000091e+02 1.629905329523777979e+00
7.661799999999999500e+02 1.632254452667207145e+00
7.663700000000000045e+02 1.634441836279229898e+00
7.665499999999999545e+02 1.636566917054389503e+00
7.667400000000000091e+02 1.639216193098103957e+00
7.669299999999999500e+02 1.641892077921895510e+00
7.671200000000000045e+02 1.644547265506648870e+00
7.672999999999999545e+02 1.647172718871587227e+00
7.674900000000000091e+02 1.650035887598558348e+00
7.676799999999999500e+02 1.652528065992795003e+00
7.678700000000000045e+02 1.655331789274774756e+00
7.680599999999999454e+02 1.658164049578787935e+00
7.682400000000000091e+02 1.660915918981866302e+00
7.684299999999999500e+02 1.663634738571255101e+00
7.686200000000000045e+02 1.666198598631973837e+00
7.688099999999999454e+02 1.668693937115017345e+00
7.689900000000000091e+02 1.671375643493501428e+00
7.691799999999999500e+02 1.674368317701757869e+00
7.693700000000000045e+02 1.677351271893800844e+00
7.695599999999999454e+02 1.679789295406039162e+00
7.697400000000000091e+02 1.682536909646964007e+00
7.699299999999999500e+02 1.684710314068672110e+00
7.701200000000000045e+02 1.687470210261426296e+00
7.703099999999999454e+02 1.689954679027956708e+00
7.704900000000000091e+02 1.692586235617212775e+00
7.706799999999999500e+02 1.695593653547915691e+00
7.708700000000000045e+02 1.698092734837317153e+00
7.710599999999999454e+02 1.700569880626270791e+00
7.712400000000000091e+02 1.703261671662636312e+00
7.714299999999999500e+02 1.706152432000240138e+00
7.716200000000000045e+02 1.708409762789210307e+00
7.718099999999999454e+02 1.710767691160580029e+00
7.719900000000000091e+02 1.713396041746479082e+00
7.721799999999999500e+02 1.715856653121194064e+00
7.723700000000000045e+02 1.719049066495062839e+00
7.725599999999999454e+02 1.722058230031806358e+00
7.727400000000000091e+02 1.724606625415671113e+00
7.729299999999999500e+02 1.727364348875326083e+00
7.731200000000000045e+02 1.730293172068038343e+00
7.732999999999999545e+02 1.732923301510429726e+00
7.734900000000000091e+02 1.735923774864844615e+00
7.736799999999999500e+02 1.738726426381771883e+00
7.738700000000000045e+02 1.741561710589994316e+00
7.740499999999999545e+02 1.744112470825108341e+00
7.742400000000000091e+02 1.746755984781974913e+00
7.744299999999999500e+02 1.749094144040807874e+00
7.746100000000000136e+02 1.751841731376477806e+00
7.747999999999999545e+02 1.754741896278228630e+00
7.749900000000000091e+02 1.757406626608859934e+00
7.751799999999999500e+02 1.760724308182603837e+00
7.753600000000000136e+02 1.763522798691120164e+00
7.755499999999999545e+02 1.766003168506544485e+00
7.757400000000000091e+02 1.768959856463923508e+00
7.759199999999999591e+02 1.772609612073871688e+00
7.761100000000000136e+02 1.776188666897059676e+00
7.762999999999999545e+02 1.778978902227902781e+00
7.764900000000000091e+02 1.781692758656719500e+00
7.766699999999999591e+02 1.784512425947949898e+00
7.768600000000000136e+02 1.787409436316160116e+00
7.770499999999999545e+02 1.790139756415844330e+00
7.772300000000000182e+02 1.793211547050653554e+00
7.774199999999999591e+02 1.795592604381028856e+00
7.776100000000000136e+02 1.798463437959367361e+00
7.777899999999999636e+02 1.801077297075816208e+00
7.779800000000000182e+02 1.803901435695436595e+00
7.781699999999999591e+02 1.806800825525943122e+00
7.783500000000000227e+02 1.809416775708994507e+00
7.785399999999999636e+02 1.812431558867620307e+00
7.787300000000000182e+02 1.814983863917150053e+00
7.789099999999999682e+02 1.817864439685594746e+00
7.791000000000000227e+02 1.821084349902171606e+00
7.792899999999999636e+02 1.823952140000423050e+00
7.794800000000000182e+02 1.827253239390403960e+00
7.796599999999999682e+02 1.830391231935879048e+00
7.798500000000000227e+02 1.833749019670815938e+00
7.800399999999999636e+02 1.836848179851783947e+00
7.802200000000000273e+02 1.839709995824311495e+00
7.804099999999999682e+02 1.842800190096507640e+00
7.806000000000000227e+02 1.845962067852357835e+00
7.807799999999999727e+02 1.848691703191033486e+00
7.809700000000000273e+02 1.851576242189513000e+00
7.811599999999999682e+02 1.854772204078037667e+00
7.813400000000000318e+02 1.857686210097742929e+00
7.815299999999999727e+02 1.860302236650495322e+00
7.817200000000000273e+02 1.863542436946861613e+00
7.818999999999999773e+02 1.866082666158744630e+00
7.820900000000000318e+02 1.868667515069412088e+00
7.822699999999999818e+02 1.871186886391202231e+00
7.824600000000000364e+02 1.874310068948433328e+00
7.826499999999999773e+02 1.877124301548411811e+00
7.828300000000000409e+02 1.879785330804210286e+00
7.830199999999999818e+02 1.882577383004785165e+00
7.832100000000000364e+02 1.885735925754673081e+00
7.833899999999999864e+02 1.888200511716303431e+00
7.835800000000000409e+02 1.891006829197680039e+00
7.837699999999999818e+02 1.894031978055088938e+00
7.839500000000000455e+02 1.897234217214341045e+00
7.841399999999999864e+02 1.900931784695648163e+00
7.843300000000000409e+02 1.903949144393488835e+00
7.845099999999999909e+02 1.907043917728858728e+00
7.847000000000000455e+02 1.909819153447353424e+00
7.848799999999999955e+02 1.912709348858251612e+00
7.850700000000000500e+02 1.915694596212867307e+00
7.852599999999999909e+02 1.918914428933313321e+00
7.854400000000000546e+02 1.921223612630452937e+00
7.856299999999999955e+02 1.923659767666949350e+00
7.858200000000000500e+02 1.926398581923327358e+00
7.860000000000000000e+02 1.929335378469287932e+00
7.861900000000000546e+02 1.931779042946789149e+00
7.863700000000000045e+02 1.934333875642023637e+00
7.865599999999999454e+02 1.937022639971254234e+00
7.867500000000000000e+02 1.940305397163169854e+00
7.869299999999999500e+02 1.943227665715563157e+00
7.871200000000000045e+02 1.946206493529162307e+00
7.873099999999999454e+02 1.949396494105295030e+00
7.874900000000000091e+02 1.951935950970623779e+00
7.876799999999999500e+02 1.954746168116349381e+00
7.878600000000000136e+02 1.958516538377746308e+00
7.880499999999999545e+02 1.961422996862800083e+00
7.882400000000000091e+02 1.964265736267610141e+00
7.884199999999999591e+02 1.967105150762636923e+00
7.886100000000000136e+02 1.969919548678092713e+00
7.887899999999999636e+02 1.973159896262243862e+00
7.889800000000000182e+02 1.975634229829332345e+00
7.891699999999999591e+02 1.978438115368144734e+00
7.893500000000000227e+02 1.981203925613112649e+00
7.895399999999999636e+02 1.983829937554748124e+00
7.897200000000000273e+02 1.986270046488577412e+00
7.899099999999999682e+02 1.988963777233098140e+00
7.901000000000000227e+02 1.991622330183702605e+00
7.902799999999999727e+02 1.994236976708356979e+00
7.904700000000000273e+02 1.996344996730472721e+00
7.906499999999999773e+02 1.998680504116377987e+00
7.908400000000000318e+02 2.001261055929060895e+00
7.910199999999999818e+02 2.004322954417448788e+00
7.912100000000000364e+02 2.006227095342536959e+00
7.913999999999999773e+02 2.008672812607867897e+00
7.915800000000000409e+02 2.010531112889346161e+00
7.917699999999999818e+02 2.012648569921375863e+00
7.919500000000000455e+02 2.014081654416421951e+00
7.921399999999999864e+02 2.016132989623040661e+00
7.923300000000000409e+02 2.018332527152524314e+00
7.925099999999999909e+02 2.020000620543418446e+00
7.927000000000000455e+02 2.021043901194226500e+00
7.928799999999999955e+02 2.022949281065627325e+00
7.930700000000000500e+02 2.025084345967983701e+00
7.932500000000000000e+02 2.026822725640204936e+00
7.934400000000000546e+02 2.028565240192955699e+00
7.936200000000000045e+02 2.029913755365638561e+00
7.938099999999999454e+02 2.031364241562314543e+00
7.940000000000000000e+02 2.032492792308832730e+00
7.941799999999999500e+02 2.033786031450730558e+00
7.943700000000000045e+02 2.035136363870100773e+00
7.945499999999999545e+02 2.036631615330463774e+00
7.947400000000000091e+02 2.037809803136907405e+00
7.949199999999999591e+02 2.039525625485164806e+00
7.951100000000000136e+02 2.040458567674865886e+00
7.952899999999999636e+02 2.041951852293361735e+00
7.954800000000000182e+02 2.043098192361989529e+00
7.956699999999999591e+02 2.044549218841707816e+00
7.958500000000000227e+02 2.046030805332764491e+00
7.960399999999999636e+02 2.047466836272477497e+00
7.962200000000000273e+02 2.048481825535866996e+00
7.964099999999999682e+02 2.049470087047971845e+00
7.965900000000000318e+02 2.050512503916911644e+00
7.967799999999999727e+02 2.051278307618258356e+00
7.969600000000000364e+02 2.052496426786277528e+00
7.971499999999999773e+02 2.053448273386910383e+00
7.973300000000000409e+02 2.054111746871755795e+00
7.975199999999999818e+02 2.054851037107430223e+00
7.977000000000000455e+02 2.056188911899447191e+00
7.978899999999999864e+02 2.056486440226147128e+00
7.980700000000000500e+02 2.057580526836538137e+00
7.982599999999999909e+02 2.057728194665688459e+00
7.984500000000000455e+02 2.058854470518985735e+00
7.986299999999999955e+02 2.059338186698465911e+00
7.988200000000000500e+02 2.060068621692932922e+00
7.990000000000000000e+02 2.060685987800287666e+00
7.991900000000000546e+02 2.061044453659345965e+00
7.993700000000000045e+02 2.061467775403636349e+00
7.995599999999999454e+02 2.062099805849592293e+00
7.997400000000000091e+02 2.062857205437200303e+00
7.999299999999999500e+02 2.062957260018815298e+00
8.001100000000000136e+02 2.063293340745880666e+00
8.002999999999999545e+02 2.063882643194843602e+00
8.004800000000000182e+02 2.063707114184780256e+00
8.006699999999999591e+02 2.064533443427496007e+00
8.008500000000000227e+02 2.064795767930457604e+00
8.010399999999999636e+02 2.065257341399874491e+00
8.012200000000000273e+02 2.066375231757129338e+00
8.014099999999999682e+02 2.066908889942643768e+00
8.015900000000000318e+02 2.067529453438393006e+00
8.017799999999999727e+02 2.068057480626409816e+00
8.019600000000000364e+02 2.068935415999631822e+00
8.021499999999999773e+02 2.069637785976007560e+00
8.023300000000000409e+02 2.070633336419324788e+00
8.025199999999999818e+02 2.070556952471206191e+00
8.027000000000000455e+02 2.070841089928479484e+00
8.028899999999999864e+02 2.070923127303010869e+00
8.030700000000000500e+02 2.071525478577415313e+00
8.032599999999999909e+02 2.072604587358123585e+00
8.034400000000000546e+02 2.074006675269026712e+00
8.036299999999999955e+02 2.075174161973848630e+00
8.038099999999999454e+02 2.075949032417952811e+00
8.039900000000000091e+02 2.077165609201648167e+00
8.041799999999999500e+02 2.077866224636009118e+00
8.043600000000000136e+02 2.079003730310160503e+00
8.045499999999999545e+02 2.080740725298906302e+00
8.047300000000000182e+02 2.082025642005509880e+00
8.049199999999999591e+02 2.083526456140616823e+00
8.051000000000000227e+02 2.084661154538149930e+00
8.052899999999999636e+02 2.086214720355797692e+00
8.054700000000000273e+02 2.087580953576266829e+00
8.056599999999999682e+02 2.089559627547751486e+00
8.058400000000000318e+02 2.091818228599589435e+00
8.060299999999999727e+02 2.093181502989515330e+00
8.062100000000000364e+02 2.094811478954383688e+00
8.063999999999999773e+02 2.096547569941522582e+00
8.065800000000000409e+02 2.098411422671644377e+00
8.067599999999999909e+02 2.099936917255639024e+00
8.069500000000000455e+02 2.102192587491040321e+00
8.071299999999999955e+02 2.104073979731616362e+00
8.073200000000000500e+02 2.106275886396542063e+00
8.075000000000000000e+02 2.108482720934080401e+00
8.076900000000000546e+02 2.110227907583388074e+00
8.078700000000000045e+02 2.112765856125331076e+00
8.080599999999999454e+02 2.115619383681258014e+00
8.082400000000000091e+02 2.118031658816643681e+00
8.084199999999999591e+02 2.120861544798612996e+00
8.086100000000000136e+02 2.124443867522680662e+00
8.087899999999999636e+02 2.127372605717448462e+00
8.089800000000000182e+02 2.130049148307982421e+00
8.091599999999999682e+02 2.132169667970393423e+00
8.093500000000000227e+02 2.135505863637199298e+00
8.095299999999999727e+02 2.138488727025376068e+00
8.097100000000000364e+02 2.141275441862959816e+00
8.098999999999999773e+02 2.144532919017174244e+00
8.100800000000000409e+02 2.147521926382784940e+00
8.102699999999999818e+02 2.150648743456537559e+00
8.104500000000000455e+02 2.153553611730982364e+00
8.106399999999999864e+02 2.156148610002064814e+00
8.108200000000000500e+02 2.159893338857641787e+00
8.110000000000000000e+02 2.163233543981379015e+00
8.111900000000000546e+02 2.166547020327348250e+00
8.113700000000000045e+02 2.169572527360526859e+00
8.115599999999999454e+02 2.173981591137393199e+00
8.117400000000000091e+02 2.176212488992972816e+00
8.119299999999999500e+02 2.179968117426876351e+00
8.121100000000000136e+02 2.183439349105031013e+00
8.122899999999999636e+02 2.187433188300742515e+00
8.124800000000000182e+02 2.191072137805240683e+00
8.126599999999999682e+02 2.194363738118369600e+00
8.128500000000000227e+02 2.197227561155800313e+00
8.130299999999999727e+02 2.200432174648469630e+00
8.132100000000000364e+02 2.204369862439925942e+00
8.133999999999999773e+02 2.208274226059610434e+00
8.135800000000000409e+02 2.212653345565679608e+00
8.137699999999999818e+02 2.216457127119862314e+00
8.139500000000000455e+02 2.219529182766069919e+00
8.141299999999999955e+02 2.223656380400634625e+00
8.143200000000000500e+02 2.228141137376542957e+00
8.145000000000000000e+02 2.231795775834474416e+00
8.146799999999999500e+02 2.236335181814910644e+00
8.148700000000000045e+02 2.241082253241386546e+00
8.150499999999999545e+02 2.245241196543938500e+00
8.152400000000000091e+02 2.249514596595279858e+00
8.154199999999999591e+02 2.253647014709902141e+00
8.156000000000000227e+02 2.258519951071600307e+00
8.157899999999999636e+02 2.263549255762291601e+00
8.159700000000000273e+02 2.268437495937138948e+00
8.161599999999999682e+02 2.274170648731708155e+00
8.163400000000000318e+02 2.278664486407981471e+00
8.165199999999999818e+02 2.283372396072584021e+00
8.167100000000000364e+02 2.288400754105177182e+00
8.168899999999999864e+02 2.293354743166465148e+00
8.170700000000000500e+02 2.299996730237950704e+00
8.172599999999999909e+02 2.304452370925133664e+00
8.174400000000000546e+02 2.309718235933480468e+00
8.176200000000000045e+02 2.315227639278724325e+00
8.178099999999999454e+02 2.320410043954487467e+00
8.179900000000000091e+02 2.325374080771723140e+00
8.181799999999999500e+02 2.330467538825179208e+00
8.183600000000000136e+02 2.335571767192468506e+00
8.185399999999999636e+02 2.340844557731657449e+00
8.187300000000000182e+02 2.346202316430340495e+00
8.189099999999999682e+02 2.352421385198032677e+00
8.190900000000000318e+02 2.357746539741139458e+00
8.192799999999999727e+02 2.363718659008885226e+00
8.194600000000000364e+02 2.368624053020939701e+00
8.196399999999999864e+02 2.373923026519251689e+00
8.198300000000000409e+02 2.379632471217365541e+00
8.200099999999999909e+02 2.385154972402681040e+00
8.201900000000000546e+02 2.390311584399915645e+00
8.203799999999999955e+02 2.395456943521792503e+00
8.205599999999999454e+02 2.401038123696700222e+00
8.207400000000000091e+02 2.405818750377316739e+00
8.209299999999999500e+02 2.410693186503132246e+00
8.211100000000000136e+02 2.415951587262376687e+00
8.212899999999999636e+02 2.420804078840856910e+00
8.214800000000000182e+02 2.426004395464697261e+00
8.216599999999999682e+02 2.430225876383986794e+00
8.218400000000000318e+02 2.435255168352786992e+00
8.220299999999999727e+02 2.440207466675968995e+00
8.222100000000000364e+02 2.445747686944246269e+00
8.223899999999999864e+02 2.451017258366919638e+00
8.225800000000000409e+02 2.456549526641491621e+00
8.227599999999999909e+02 2.461512659391851265e+00
8.229400000000000546e+02 2.466269741679735894e+00
8.231299999999999955e+02 2.470916033927296418e+00
8.233099999999999454e+02 2.476973159347882980e+00
8.234900000000000091e+02 2.482471920770388696e+00
8.236799999999999500e+02 2.487337062957760025e+00
8.238600000000000136e+02 2.493670906245009533e+00
8.240399999999999636e+02 2.498223474813058953e+00
8.242300000000000182e+02 2.504235636442603496e+00
8.244099999999999682e+02 2.509044931497800945e+00
8.245900000000000318e+02 2.514347258165709142e+00
8.247699999999999818e+02 2.521129336762686357e+00
8.249600000000000364e+02 2.527159813256949494e+00
8.251399999999999864e+02 2.533189607934975385e+00
8.253200000000000500e+02 2.539292456966199651e+00
8.255099999999999909e+02 2.545254239440009947e+00
8.256900000000000546e+02 2.551644691365829054e+00
8.258700000000000045e+02 2.557645630789343372e+00
8.260499999999999545e+02 2.565028852001693060e+00
8.262400000000000091e+02 2.571803906202972723e+00
